Date,AMZN,DUK,KO
7/15/2009,84.550003,30.610271,19.998293
7/16/2009,86.110001,30.631011,20.101194
7/17/2009,85.849998,30.548055,19.915181
7/20/2009,88.230003,30.610271,20.196178
7/21/2009,89.010002,30.879873,19.927054
7/22/2009,88.790001,30.776181,19.444215
7/23/2009,93.870003,31.41908,19.464003
7/24/2009,86.489998,31.916806,19.535242
7/27/2009,84.239998,32.041239,19.598565
7/28/2009,84.980003,31.730161,19.547115
7/29/2009,84.339996,31.833853,19.50358
7/30/2009,86.089996,32.207149,19.65793
7/31/2009,85.760002,32.103455,19.725212
8/3/2009,87.440002,32.290103,19.630226
8/4/2009,85.800003,32.310844,19.59065
8/5/2009,84.290001,31.792377,19.460045
8/6/2009,84.470001,32.041239,19.547115
8/7/2009,85.32,32.497489,19.527326
8/10/2009,84.440002,32.186411,19.566903
8/11/2009,83.559998,32.352319,19.408595
8/12/2009,85.959999,32.183817,19.179048
8/13/2009,84.599998,32.225943,19.044486
8/14/2009,83.580002,32.394444,19.183006
8/17/2009,81.059998,32.162755,19.274033
8/18/2009,82.120003,32.120629,19.238414
8/19/2009,83,32.310193,19.535242
8/20/2009,84.089996,32.626135,19.558987
8/21/2009,85,32.878888,19.752916
8/24/2009,84.5,33.06845,19.416511
8/25/2009,84.190002,32.899949,19.289865
8/26/2009,84,32.942073,19.464003
8/27/2009,84.309998,32.899949,19.566903
8/28/2009,82.760002,32.878888,19.416511
8/31/2009,81.190002,32.626135,19.301737
9/1/2009,79.160004,32.204879,19.206752
9/2/2009,78.139999,31.910002,19.70938
9/3/2009,78.459999,32.247005,19.622312
9/4/2009,78.870003,32.689323,19.768747
9/8/2009,80.900002,32.689323,19.950801
9/9/2009,82.239998,32.499758,20.037871
9/10/2009,83.849998,32.499758,20.018083
9/11/2009,84.540001,32.499758,20.552748
9/14/2009,83.860001,32.963138,20.812102
9/15/2009,83.550003,32.984199,20.927814
9/16/2009,90.699997,33.384391,21.015594
9/17/2009,90.440002,33.321202,21.314848
9/18/2009,90.279999,33.616082,21.45051
9/21/2009,90.559998,33.173764,21.147266
9/22/2009,93.75,33.089514,21.087415
9/23/2009,92.379997,33.110576,20.979685
9/24/2009,92.110001,33.300141,20.883923
9/25/2009,90.519997,33.342267,21.135297
9/28/2009,92.209999,33.573955,21.199137
9/29/2009,91.720001,33.405455,21.270958
9/30/2009,93.360001,33.152702,21.42657
10/1/2009,91.040001,32.878888,21.195147
10/2/2009,89.849998,32.394444,21.4944
10/5/2009,88.669998,32.668258,21.46647
10/6/2009,90.910004,32.899949,21.673953
10/7/2009,93.970001,33.026326,21.869466
10/8/2009,95.220001,32.836761,21.781684
10/9/2009,95.709999,32.857823,21.805625
10/12/2009,93.599998,32.942073,21.861486
10/13/2009,94.830002,32.878888,21.865475
10/14/2009,97.459999,33.236952,21.881436
10/15/2009,96.010002,33.384391,21.913355
10/16/2009,95.32,33.258014,21.949266
10/19/2009,94.68,33.658205,21.861486
10/20/2009,94.980003,33.595017,21.574202
10/21/2009,93.419998,34.016273,21.574202
10/22/2009,93.449997,34.100523,21.606123
10/23/2009,118.489998,33.910958,21.243028
10/26/2009,124.639999,33.573955,21.239037
10/27/2009,122.07,33.489705,21.330808
10/28/2009,121.639999,33.363329,21.350758
10/29/2009,122.580002,33.932023,21.582182
10/30/2009,118.809998,33.321202,21.270958
11/2/2009,118.839996,33.236952,21.43455
11/3/2009,118.370003,33.110576,21.195147
11/4/2009,117.099998,33.279079,21.342779
11/5/2009,120.610001,33.805646,21.705874
11/6/2009,126.199997,33.805646,21.741785
11/9/2009,126.669998,34.353276,22.136799
11/10/2009,130.149994,34.588428,22.268471
11/11/2009,129.910004,34.502917,22.396153
11/12/2009,130.529999,34.225013,22.320341
11/13/2009,132.970001,34.289145,22.527823
11/16/2009,131.589996,34.631181,22.639546
11/17/2009,131.25,34.609805,22.691415
11/18/2009,131.289993,34.545673,22.575705
11/19/2009,128.990005,34.417409,22.695406
11/20/2009,129.660004,34.673937,22.934809
11/23/2009,133,35.186992,23.238053
11/24/2009,132.940002,35.400764,23.218102
11/25/2009,134.029999,35.806932,23.186182
11/27/2009,131.740005,35.678668,22.977225
11/30/2009,135.910004,35.657292,22.985262
12/1/2009,138.5,36.576515,23.338882
12/2/2009,142.25,36.875796,23.29066
12/3/2009,141.169998,36.918551,23.013391
12/4/2009,137.580002,36.640645,23.101796
12/7/2009,134.210007,37.1537,23.254494
12/8/2009,134.110001,37.30334,23.178145
12/9/2009,131.309998,37.30334,23.238422
12/10/2009,135.380005,37.77364,23.539802
12/11/2009,134.149994,38.072923,23.752777
12/14/2009,131.380005,37.837772,23.724648
12/15/2009,130.229996,37.730887,23.732685
12/16/2009,128.360001,37.517115,23.475506
12/17/2009,126.910004,37.046815,22.896857
12/18/2009,128.479996,37.175076,22.872746
12/21/2009,132.789993,37.132324,22.977225
12/22/2009,133.75,36.897172,23.013391
12/23/2009,138.940002,36.854419,23.021428
12/24/2009,138.470001,36.918551,23.081703
12/28/2009,139.309998,37.068192,23.081703
12/29/2009,139.410004,37.175076,23.202256
12/30/2009,136.490005,37.239208,23.178145
12/31/2009,134.520004,36.790288,22.904894
1/4/2010,133.899994,36.277232,22.920968
1/5/2010,134.690002,35.678668,22.643697
1/6/2010,132.25,35.806932,22.635661
1/7/2010,130,35.977952,22.579403
1/8/2010,133.520004,35.999328,22.16149
1/11/2010,130.309998,36.36274,22.61155
1/12/2010,127.349998,36.405496,22.856673
1/13/2010,129.110001,36.491004,22.916948
1/14/2010,127.349998,36.491004,22.957133
1/15/2010,127.139999,36.127592,22.619587
1/19/2010,127.610001,36.53376,22.671826
1/20/2010,125.779999,36.191724,22.302133
1/21/2010,126.620003,35.657292,21.848053
1/22/2010,121.43,35.379388,21.795815
1/25/2010,120.309998,35.614536,21.840016
1/26/2010,119.480003,35.935196,21.75563
1/27/2010,122.75,35.785556,21.904311
1/28/2010,126.029999,35.529028,21.771704
1/29/2010,125.410004,35.336632,21.799833
2/1/2010,118.870003,35.59316,21.852073
2/2/2010,118.120003,35.828309,22.121305
2/3/2010,119.099998,35.571781,22.048974
2/4/2010,115.940002,34.994596,21.470324
2/5/2010,117.389999,34.887709,21.333698
2/8/2010,116.830002,34.887709,21.156889
2/9/2010,118.029999,35.400764,21.703391
2/10/2010,117.360001,35.183846,21.614987
2/11/2010,120.089996,35.162155,21.787778
2/12/2010,119.660004,35.032005,21.691336
2/16/2010,117.529999,35.248921,22.028882
2/17/2010,116.309998,35.09708,22.233821
2/18/2010,118.080002,35.422455,22.466888
2/19/2010,117.519997,36.029821,22.390539
2/22/2010,118.010002,35.639371,22.253913
2/23/2010,117.239998,35.465837,22.032901
2/24/2010,119.720001,35.682753,22.165508
2/25/2010,118.199997,35.530912,21.345753
2/26/2010,118.400002,35.465837,21.185018
3/1/2010,124.540001,35.769521,21.40603
3/2/2010,125.529999,35.661062,21.418084
3/3/2010,125.889999,35.574296,21.671244
3/4/2010,128.529999,35.422455,21.888238
3/5/2010,128.910004,35.704446,21.980661
3/8/2010,130.110001,35.856287,21.884219
3/9/2010,128.820007,35.726137,21.771704
3/10/2010,130.509995,35.726137,21.779741
3/11/2010,133.580002,35.747828,21.714919
3/12/2010,131.820007,35.422455,21.613637
3/15/2010,131.130005,35.704446,21.735177
3/16/2010,131.789993,36.029821,21.755433
3/17/2010,131.339996,36.051512,21.812151
3/18/2010,132.759995,35.964746,21.856716
3/19/2010,130.350006,35.964746,22.180818
3/22/2010,130.470001,35.661062,22.095742
3/23/2010,129.259995,35.704446,22.403639
3/24/2010,128.039993,35.400762,22.128151
3/25/2010,134.729996,35.35738,22.201075
3/26/2010,135.059998,35.617678,22.140306
3/29/2010,135.119995,35.986437,22.188921
3/30/2010,136.580002,35.574296,22.229434
3/31/2010,135.770004,35.400762,22.282101
4/1/2010,131.809998,35.595987,22.403639
4/5/2010,131.490005,35.617678,22.225383
4/6/2010,135.559998,35.899671,21.994459
4/7/2010,134.869995,35.509221,21.804048
4/8/2010,140.960007,35.22723,21.77974
4/9/2010,140.059998,35.422455,22.115998
4/12/2010,141.199997,35.270612,22.184869
4/13/2010,140.160004,35.183846,22.290204
4/14/2010,144.279999,35.162155,22.261845
4/15/2010,145.820007,34.988621,21.982305
4/16/2010,142.169998,34.728321,22.269947
4/19/2010,142.429993,34.858471,22.411742
4/20/2010,144.199997,35.465837,22.067383
4/21/2010,146.429993,35.35738,21.953946
4/22/2010,150.089996,35.162155,22.002562
4/23/2010,143.630005,35.248921,21.828357
4/26/2010,147.110001,35.22723,21.767587
4/27/2010,142.020004,34.728321,21.419175
4/28/2010,139.350006,36.094894,21.617689
4/29/2010,141.729996,35.856287,21.771639
4/30/2010,137.100006,36.398578,21.654151
5/3/2010,137.490005,36.723953,21.77974
5/4/2010,129.830002,36.246737,21.544766
5/5/2010,130.929993,36.355194,21.739228
5/6/2010,128.710007,35.747828,21.188252
5/7/2010,124.980003,35.899671,21.338149
5/10/2010,131.289993,36.658878,21.893177
5/11/2010,130.460007,36.70226,21.718972
5/12/2010,133.869995,36.83241,21.885074
5/13/2010,131.470001,36.572112,21.670356
5/14/2010,128.529999,36.398578,21.609587
5/17/2010,128.910004,36.723953,21.637945
5/18/2010,126.279999,36.745644,21.512355
5/19/2010,124.589996,36.283575,21.520458
5/20/2010,119.709999,35.139398,20.880354
5/21/2010,122.720001,35.205409,20.900611
5/24/2010,122.120003,35.139398,20.847943
5/25/2010,124.860001,34.809347,20.507635
5/26/2010,123.209999,34.567311,20.288866
5/27/2010,126.699997,35.161401,20.754764
5/28/2010,125.459999,35.117396,20.823637
6/1/2010,123.239998,34.545306,20.779072
6/2/2010,126.309998,35.117396,21.232816
6/3/2010,128.759995,35.315427,21.37056
6/4/2010,122.769997,34.347278,20.770969
6/7/2010,122.010002,34.479296,20.580558
6/8/2010,118.839996,35.425442,20.888457
6/9/2010,117.910004,35.051386,20.803379
6/10/2010,123.209999,35.733491,21.249022
6/11/2010,123.029999,35.579465,21.101942
6/14/2010,123.830002,35.66748,21.044743
6/15/2010,126.839996,36.107547,21.318476
6/16/2010,126.900002,36.349585,21.408359
6/17/2010,125.889999,36.767649,21.392017
6/18/2010,125.830002,36.613624,21.371589
6/21/2010,122.550003,36.503608,21.441043
6/22/2010,122.309998,35.909516,21.432872
6/23/2010,121.449997,35.689483,21.34299
6/24/2010,118.330002,35.53546,21.163224
6/25/2010,121,35.579465,20.534047
6/28/2010,117.800003,35.953524,20.869065
6/29/2010,108.610001,35.53546,20.562647
6/30/2010,109.260002,35.205409,20.476849
7/1/2010,110.959999,35.139398,20.440079
7/2/2010,109.139999,35.337429,20.448251
7/6/2010,110.059998,35.689483,20.603502
7/7/2010,113.43,36.855662,21.028402
7/8/2010,116.220001,36.789652,21.416529
7/9/2010,117.260002,36.943675,21.408359
7/12/2010,119.510002,37.163708,21.428787
7/13/2010,123.650002,37.053693,21.539097
7/14/2010,123.300003,37.317734,21.579952
7/15/2010,122.059998,37.581775,21.592208
7/16/2010,118.489998,37.119703,21.396101
7/19/2010,119.940002,37.779803,21.355246
7/20/2010,120.099998,37.713793,21.751547
7/21/2010,117.43,37.185713,22.094734
7/22/2010,120.07,37.62578,22.168273
7/23/2010,118.870003,37.273726,22.368466
7/26/2010,118.400002,37.62578,22.446091
7/27/2010,117.129997,38.19787,22.491033
7/28/2010,117.129997,38.087852,22.421579
7/29/2010,116.860001,37.779803,22.46652
7/30/2010,117.889999,37.62578,22.515547
8/2/2010,120.07,38.219872,23.04667
8/3/2010,122.419998,38.219872,23.034414
8/4/2010,127.580002,38.219872,23.103868
8/5/2010,127.830002,38.307885,23.030327
8/6/2010,128.320007,38.329887,23.185579
8/9/2010,128.830002,38.637936,23.33266
8/10/2010,130,38.92398,23.279547
8/11/2010,125.889999,38.176516,22.895504
8/12/2010,126.559998,38.154202,22.752509
8/13/2010,124.690002,37.95339,22.768851
8/16/2010,126.07,37.998016,22.830135
8/17/2010,128.860001,38.466577,22.928188
8/18/2010,129.649994,38.5112,22.813793
8/19/2010,127.57,38.020327,22.585001
8/20/2010,127.760002,38.064953,22.593172
8/23/2010,126.599998,38.064953,22.715739
8/24/2010,124.529999,38.39964,22.740253
8/25/2010,126.849998,38.288077,22.629942
8/26/2010,124.860001,38.109579,22.535974
8/27/2010,126.639999,38.734326,22.944531
8/30/2010,123.790001,38.265765,22.695311
8/31/2010,124.830002,38.332702,22.830135
9/1/2010,132.490005,38.912824,23.414371
9/2/2010,135.210007,38.555826,23.44297
9/3/2010,138.789993,38.712012,23.51651
9/7/2010,137.220001,38.6897,23.545109
9/8/2010,139.139999,38.801261,23.626821
9/9/2010,140.380005,39.135947,23.814757
9/10/2010,142.440002,39.113636,23.908724
9/13/2010,145.070007,39.403697,23.888141
9/14/2010,145.75,39.403697,23.707015
9/15/2010,145.449997,39.225199,23.637033
9/16/2010,148.130005,39.202885,23.674082
9/17/2010,148.320007,39.06901,23.694666
9/20/2010,151.300003,39.671446,23.863443
9/21/2010,150.729996,39.693757,23.921074
9/22/2010,151.830002,40.117693,23.970471
9/23/2010,152.850006,39.62682,23.822277
9/24/2010,160.729996,40.140007,24.131015
9/27/2010,159.369995,39.939195,24.122782
9/28/2010,159.699997,40.028444,24.328608
9/29/2010,158.990005,39.849946,24.188646
9/30/2010,157.059998,39.51526,24.089851
10/1/2010,153.710007,39.783009,24.336841
10/4/2010,155.389999,39.604508,24.238046
10/5/2010,160.869995,39.582197,24.559133
10/6/2010,155.399994,39.492945,24.616764
10/7/2010,156.270004,39.336759,24.468569
10/8/2010,155.550003,39.359071,24.45622
10/11/2010,153.029999,39.314448,24.517969
10/12/2010,156.479996,39.225199,24.534434
10/13/2010,155.169998,39.180573,24.674395
10/14/2010,155.529999,39.225199,24.662046
10/15/2010,164.639999,39.24751,24.674395
10/18/2010,163.559998,39.381385,24.699095
10/19/2010,158.669998,39.426008,24.839056
10/20/2010,158.669998,39.693757,25.172495
10/21/2010,164.970001,39.760695,25.304223
10/22/2010,169.130005,39.671446,25.361854
10/25/2010,169,39.649134,25.114862
10/26/2010,169.949997,39.849946,25.209544
10/27/2010,167.509995,39.872258,25.18896
10/28/2010,166.839996,40.318505,25.197193
10/29/2010,165.229996,40.63088,25.242475
11/1/2010,162.580002,40.273882,25.403019
11/2/2010,164.610001,40.764754,25.464767
11/3/2010,168.470001,40.809377,25.501816
11/4/2010,168.929993,41.344876,25.707642
11/5/2010,170.770004,41.255627,25.761157
11/8/2010,171.990005,41.121752,25.711757
11/9/2010,170.270004,40.816478,25.785855
11/10/2010,173.330002,40.432055,25.748806
11/11/2010,170.369995,40.409443,25.851719
11/12/2010,165.679993,40.228538,25.901117
11/15/2010,158.899994,40.115474,25.917583
11/16/2010,157.779999,39.821506,25.555331
11/17/2010,158.350006,39.776279,25.736457
11/18/2010,164.169998,40.002408,26.279837
11/19/2010,164.820007,39.821506,26.47743
11/22/2010,170.389999,39.934569,26.456846
11/23/2010,168.199997,39.731052,26.189273
11/24/2010,177.25,39.934569,26.596809
11/26/2010,177.199997,39.617988,26.390983
11/29/2010,179.490005,39.595373,26.274924
11/30/2010,175.399994,39.685828,26.183734
12/1/2010,176.550003,40.205926,26.817913
12/2/2010,176.529999,40.160699,26.900815
12/3/2010,175.679993,40.228538,26.735015
12/6/2010,178.050003,39.979796,26.523623
12/7/2010,176.770004,39.504922,26.585796
12/8/2010,176.289993,39.256181,26.689421
12/9/2010,174.850006,39.437083,26.8718
12/10/2010,175.619995,39.6406,26.79719
12/13/2010,174.25,39.663213,26.880088
12/14/2010,173.940002,39.934569,26.486318
12/15/2010,175.570007,39.685828,26.834494
12/16/2010,178.039993,39.934569,27.083191
12/17/2010,177.580002,40.115474,27.23241
12/20/2010,183.289993,40.092859,27.070756
12/21/2010,184.75,40.183314,27.145366
12/22/2010,184.759995,40.160699,27.186815
12/23/2010,182.589996,40.183314,27.182672
12/27/2010,182.139999,40.251153,26.971278
12/28/2010,181.089996,40.386831,27.091482
12/29/2010,183.369995,40.318992,27.128786
12/30/2010,182.75,40.251153,27.149512
12/31/2010,180,40.273765,27.261424
1/3/2011,184.220001,40.386831,27.033453
1/4/2011,185.009995,40.590345,26.473882
1/5/2011,187.419998,40.183314,26.316375
1/6/2011,185.860001,40.115474,26.125705
1/7/2011,185.490005,40.228538,26.08011
1/10/2011,184.679993,39.753667,26.138141
1/11/2011,184.339996,39.889342,25.984776
1/12/2011,184.080002,40.047635,26.129851
1/13/2011,185.529999,40.251153,26.27907
1/14/2011,188.75,40.522506,26.167156
1/18/2011,191.25,40.726024,26.312229
1/19/2011,186.869995,40.703412,26.287359
1/20/2011,181.960007,40.816478,26.084256
1/21/2011,177.419998,41.065219,26.017937
1/24/2011,176.850006,41.087832,26.216895
1/25/2011,176.699997,40.99738,26.096691
1/26/2011,175.389999,40.929541,26.096691
1/27/2011,184.449997,41.178286,25.988922
1/28/2011,171.139999,40.61296,25.785818
1/31/2011,169.639999,40.432055,26.051096
2/1/2011,172.110001,40.816478,26.133995
2/2/2011,173.529999,40.61296,26.055242
2/3/2011,173.710007,40.906929,25.935037
2/4/2011,175.929993,40.726024,25.930893
2/7/2011,176.429993,41.042607,25.914313
2/8/2011,183.059998,40.99738,26.059386
2/9/2011,185.300003,40.871305,26.175446
2/10/2011,186.210007,40.940073,26.337099
2/11/2011,189.25,40.894227,26.349534
2/14/2011,190.419998,40.550385,26.1713
2/15/2011,189.029999,41.008839,26.192025
2/16/2011,186.619995,40.573307,26.27907
2/17/2011,187.759995,41.536065,26.755741
2/18/2011,186.5,41.123454,26.755741
2/22/2011,180.419998,41.215144,26.428287
2/23/2011,176.679993,41.031764,26.490462
2/24/2011,177.75,40.84838,26.478028
2/25/2011,177.240005,40.962995,26.65626
2/28/2011,173.289993,41.238069,26.494607
3/1/2011,169.440002,40.985917,26.90496
3/2/2011,172.020004,41.169301,26.706001
3/3/2011,172.789993,41.444374,27.178526
3/4/2011,171.669998,41.215144,27.029307
3/7/2011,169.080002,41.581908,27.033453
3/8/2011,166.889999,41.811138,27.207541
3/9/2011,169.050003,42.269593,27.199252
3/10/2011,166.139999,41.994519,27.062468
3/11/2011,168.070007,42.246671,27.058291
3/14/2011,166.729996,41.673601,26.695065
3/15/2011,165.080002,41.031764,26.315138
3/16/2011,164.699997,40.458694,25.718111
3/17/2011,160.970001,40.344079,26.002012
3/18/2011,161.820007,40.412848,26.177364
3/21/2011,164.520004,40.619153,26.54059
3/22/2011,162.600006,40.710843,26.515539
3/23/2011,165.320007,40.84838,26.83284
3/24/2011,171.100006,40.962995,27.008193
3/25/2011,170.979996,40.84838,27.229468
3/28/2011,169.350006,40.940073,27.150142
3/29/2011,174.619995,41.375606,27.438219
3/30/2011,179.419998,41.650677,27.57182
3/31/2011,180.130005,41.604833,27.697068
4/1/2011,180.130005,42.223746,28.064472
4/4/2011,182.940002,42.132056,28.248174
4/5/2011,185.289993,42.200824,28.168847
4/6/2011,182.759995,42.544666,28.235646
4/7/2011,184.910004,42.132056,28.156323
4/8/2011,184.710007,42.200824,28.085345
4/11/2011,184.039993,41.627755,28.139622
4/12/2011,180.479996,41.238069,27.930872
4/13/2011,182.289993,41.444374,28.089521
4/14/2011,181.820007,41.74237,28.519547
4/15/2011,180.009995,42.109134,28.394299
4/18/2011,178.339996,41.74237,28.102046
4/19/2011,178.820007,41.765292,28.010195
4/20/2011,183.869995,42.269593,28.327497
4/21/2011,185.889999,42.292514,28.340022
4/25/2011,185.419998,42.246671,28.281572
4/26/2011,182.300003,42.384208,27.943396
4/27/2011,196.630005,42.49882,27.972621
4/28/2011,195.070007,42.81974,28.143798
4/29/2011,195.809998,42.750972,28.164672
5/2/2011,201.190002,43.094814,28.273223
5/3/2011,198.449997,43.048967,28.340022
5/4/2011,199.970001,43.209426,28.164672
5/5/2011,197.110001,42.91143,27.847369
5/6/2011,197.600006,42.91143,27.930872
5/9/2011,200.800003,43.255273,27.951745
5/10/2011,203.940002,43.57619,28.11457
5/11/2011,204.380005,43.4845,28.106222
5/12/2011,206.070007,44.080491,28.519547
5/13/2011,202.559998,44.057569,28.465273
5/16/2011,192.509995,44.240952,28.319148
5/17/2011,194.809998,44.65356,28.385947
5/18/2011,197.089996,44.433021,28.515375
5/19/2011,198.800003,44.270518,28.582173
5/20/2011,198.649994,44.13123,28.515375
5/23/2011,196.220001,43.643722,28.177196
5/24/2011,193.270004,43.504433,28.168847
5/25/2011,192.259995,43.341928,27.935047
5/26/2011,195,43.179425,27.847369
5/27/2011,194.130005,43.225856,27.768046
5/31/2011,196.690002,43.527647,27.893295
6/1/2011,192.399994,43.132998,27.872422
6/2/2011,193.649994,43.202642,27.57182
6/3/2011,188.320007,42.831204,27.358893
6/6/2011,185.690002,42.645487,27.312967
6/7/2011,187.550003,42.668701,27.221117
6/8/2011,188.050003,42.85442,27.304619
6/9/2011,189.679993,42.738345,27.509194
6/10/2011,186.529999,42.436554,27.300443
6/13/2011,186.289993,42.947279,27.384549
6/14/2011,189.960007,43.040137,27.590605
6/15/2011,185.979996,42.691915,27.32147
6/16/2011,183.649994,43.365145,27.540141
6/17/2011,186.369995,43.504433,27.594812
6/20/2011,187.720001,43.713366,27.683121
6/21/2011,194.229996,43.643722,27.863947
6/22/2011,191.630005,43.388358,27.92282
6/23/2011,194.160004,43.063353,27.325676
6/24/2011,192.550003,42.970492,27.304649
6/27/2011,201.25,43.225856,27.422395
6/28/2011,202.350006,43.24907,27.767225
6/29/2011,204.179993,43.597292,28.053182
6/30/2011,204.490005,43.713366,28.297086
7/1/2011,209.490005,44.270518,28.633504
7/5/2011,213.190002,44.270518,28.721817
7/6/2011,214.190002,44.270518,28.818536
7/7/2011,216.740005,44.316949,28.911052
7/8/2011,218.279999,44.316949,28.881615
7/11/2011,212.550003,44.247304,28.63771
7/12/2011,211.229996,44.386593,28.532579
7/13/2011,213.5,44.154446,28.620889
7/14/2011,210.380005,43.852652,28.456885
7/15/2011,212.869995,43.759794,28.398011
7/18/2011,211.529999,43.24907,28.225598
7/19/2011,218.059998,43.550861,29.15075
7/20/2011,215.550003,43.713366,28.961516
7/21/2011,213.210007,44.340163,29.15916
7/22/2011,216.520004,43.991941,29.323167
7/25/2011,213.490005,43.922297,29.12552
7/26/2011,214.179993,43.69015,29.096083
7/27/2011,222.520004,43.550861,28.885821
7/28/2011,223.899994,43.225856,28.936282
7/29/2011,222.520004,43.179425,28.599865
8/1/2011,221.320007,43.411572,28.482118
8/2/2011,211.699997,43.063353,28.204571
8/3/2011,209.960007,42.831204,28.763869
8/4/2011,201.479996,41.832972,27.678915
8/5/2011,202.699997,42.065119,28.078412
8/8/2011,193.699997,40.091866,27.384549
8/9/2011,205.089996,41.461536,28.040566
8/10/2011,194.130005,40.61394,26.89674
8/11/2011,198.360001,42.426853,27.952257
8/12/2011,202.300003,41.955965,28.234007
8/15/2011,202.949997,43.321537,28.679762
8/16/2011,197.679993,43.062548,28.667147
8/17/2011,195.929993,43.486346,29.133929
8/18/2011,182.520004,43.250904,28.494733
8/19/2011,178.929993,42.944828,28.217186
8/22/2011,177.539993,43.203814,28.288674
8/23/2011,193.550003,43.533436,29.041413
8/24/2011,193.729996,44.428119,29.30214
8/25/2011,192.029999,43.698246,28.583043
8/26/2011,199.270004,43.698246,28.805921
8/29/2011,206.529999,44.192677,29.323167
8/30/2011,210.919998,44.192677,29.377834
8/31/2011,215.229996,44.522296,29.625942
9/1/2011,212.539993,44.286853,29.625942
9/2/2011,210,44.21622,29.32737
9/6/2011,216.179993,43.886598,29.197008
9/7/2011,219.899994,44.21622,29.773128
9/8/2011,217.259995,44.286853,29.92872
9/9/2011,211.389999,43.674702,29.171778
9/12/2011,216.559998,44.404576,29.175981
9/13/2011,219.529999,44.687105,29.256426
9/14/2011,222.570007,44.922551,29.540098
9/15/2011,226.779999,45.675968,30.069338
9/16/2011,239.300003,46.07622,30.158254
9/19/2011,241.690002,46.029133,29.844941
9/20/2011,233.25,46.500019,29.912685
9/21/2011,231.869995,46.288119,29.332636
9/22/2011,223.229996,45.887867,28.714484
9/23/2011,223.610001,46.594195,28.545126
9/26/2011,229.850006,46.94736,29.112474
9/27/2011,224.210007,46.853184,29.455421
9/28/2011,229.710007,46.806094,28.816097
9/29/2011,222.440002,47.394702,29.235258
9/30/2011,216.229996,47.065083,28.604401
10/3/2011,211.979996,46.405842,27.698341
10/4/2011,212.5,46.24103,27.617898
10/5/2011,219.5,45.887867,27.744914
10/6/2011,221.509995,46.146853,27.68564
10/7/2011,224.740005,46.594195,27.901571
10/10/2011,231.320007,47.700778,28.324963
10/11/2011,235.479996,46.923817,28.282625
10/12/2011,236.809998,46.617741,28.570532
10/13/2011,236.149994,46.617741,28.536659
10/14/2011,246.710007,46.900271,28.727185
10/17/2011,242.330002,47.347615,28.367302
10/18/2011,243.880005,47.371159,28.257219
10/19/2011,231.529999,47.559511,28.380003
10/20/2011,233.610001,47.653691,28.41811
10/21/2011,234.779999,48.383565,28.87114
10/24/2011,237.610001,47.936223,28.735654
10/25/2011,227.149994,47.418245,28.346131
10/26/2011,198.399994,47.794957,28.566297
10/27/2011,206.779999,48.571918,29.032028
10/28/2011,217.320007,48.171666,29.18445
10/31/2011,213.509995,48.077486,28.92618
11/1/2011,212.100006,47.559511,28.384238
11/2/2011,215.619995,48.101033,28.693313
11/3/2011,218.289993,48.995716,29.0659
11/4/2011,216.479996,48.595461,28.697547
11/7/2011,217,49.089892,28.879606
11/8/2011,217.990005,49.042806,29.0659
11/9/2011,211.220001,48.407108,28.380003
11/10/2011,210.789993,48.85445,28.532425
11/11/2011,217.389999,49.443058,28.841503
11/14/2011,218.929993,49.042806,28.701782
11/15/2011,217.830002,48.68964,28.790694
11/16/2011,211.990005,48.212988,28.371537
11/17/2011,204.520004,47.903167,28.206414
11/18/2011,197.139999,48.069993,28.532425
11/21/2011,189.25,47.73634,27.922738
11/22/2011,192.339996,47.474182,27.931208
11/23/2011,188.990005,46.783043,27.465477
11/25/2011,182.399994,47.164361,27.410434
11/28/2011,194.149994,47.641012,27.592493
11/29/2011,188.389999,48.165325,28.227933
11/30/2011,192.289993,49.690598,28.67146
12/1/2011,197.130005,49.333111,28.500872
12/2/2011,196.029999,49.142454,28.308959
12/5/2011,196.240005,49.333111,28.279107
12/6/2011,191.990005,49.285448,28.436901
12/7/2011,195.320007,49.356946,28.479547
12/8/2011,190.479996,48.832633,28.458226
12/9/2011,193.029999,49.714433,28.816458
12/12/2011,189.520004,49.118622,28.526459
12/13/2011,180.509995,49.738264,28.351609
12/14/2011,180.210007,49.690598,28.257785
12/15/2011,181.259995,50.143414,28.526459
12/16/2011,181.259995,50.071917,28.761018
12/19/2011,179.330002,49.976588,28.731165
12/20/2011,182.520004,51.00138,29.170427
12/21/2011,174.350006,51.59719,29.669394
12/22/2011,179.029999,51.549527,29.507337
12/23/2011,177.279999,52.169169,29.827189
12/27/2011,176.270004,52.407496,29.801598
12/28/2011,173.889999,52.216838,29.643807
12/29/2011,173.860001,52.574322,29.921012
12/30/2011,173.100006,52.431327,29.839982
1/3/2012,179.029999,51.525696,29.912481
1/4/2012,177.509995,51.287369,29.724834
1/5/2012,177.610001,51.263538,29.584102
1/6/2012,182.610001,51.263538,29.396455
1/9/2012,178.559998,51.168212,29.396455
1/10/2012,179.339996,51.168212,29.571305
1/11/2012,178.899994,51.00138,29.025426
1/12/2012,175.929993,50.715393,28.816458
1/13/2012,178.419998,50.78689,28.569105
1/17/2012,181.660004,50.810722,28.722634
1/18/2012,189.440002,50.810722,28.824986
1/19/2012,194.449997,50.620064,28.76528
1/20/2012,190.929993,50.763059,29.03822
1/23/2012,186.089996,50.691562,29.225867
1/24/2012,187,50.381738,28.957193
1/25/2012,187.800003,50.906054,29.183221
